Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,Season,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Class,-9999
4335,Rick Carlisle,379,BOS,3,70,1984,Virginia,1982-83,Virginia,34,33,28.4,4.2,8.1,3.9,7.8,0.2,0.4,2.6,3.1,,,2.9,2.9,0.6,0.1,1.4,2.1,11.1,.513,.506,.667,.837,.581,.527,G,JR,rick-carlisle-1
4336,Troy Webster,379,NJN,6,127,1986,George Washington,1985-86,George Washington,26,26,33.3,6.2,13.1,6.2,13.1,,,2.3,3.1,,,2.4,2.2,1.0,0.2,2.7,2.8,14.6,.469,.469,,.738,.500,.469,G,SR,troy-webster-1
4337,Bernard James,378,CLE,2,33,2012,Florida State,2011-12,Florida State,35,35,28.0,4.5,7.4,4.5,7.4,0.0,0.0,1.8,3.3,3.1,5.0,8.1,0.5,0.7,2.3,2.1,1.9,10.8,.606,.606,,.552,.602,.606,F,SR,bernard-james--1
4338,Bill Curley,378,SAS,1,22,1994,Boston College,1990-91,Boston College,30,27,29.1,4.7,8.7,4.7,8.6,0.0,0.1,3.2,4.6,3.1,3.8,6.9,1.3,1.2,0.2,2.6,3.4,12.6,.542,.549,.000,.691,.580,.542,F,FR,bill-curley-1
4339,Brad Sellers,378,CHI,1,9,1986,Ohio State,1981-82,Wisconsin,27,27,35.7,6.2,13.0,6.2,13.0,,,1.6,2.5,,,9.4,1.3,0.8,1.9,2.4,2.9,14.0,.476,.476,,.657,.494,.476,F,FR,brad-sellers-1
4340,Cedric Simmons,378,NOH,1,15,2006,NC State,2005-06,NC State,32,31,27.5,4.0,6.8,3.9,6.8,0.1,0.1,3.8,5.5,1.8,4.6,6.3,1.7,0.7,2.5,1.8,3.1,11.8,.587,.583,1.000,.678,.626,.592,C,SO,cedric-simmons-1
4341,Dwight Boyd,378,DEN,3,66,1988,Memphis State,1986-87,Memphis State,34,34,28.0,4.4,8.8,4.3,8.7,0.1,0.1,2.3,2.9,0.9,1.0,1.9,1.7,0.7,0.1,2.1,2.6,11.1,.493,.492,.600,.806,.545,.498,G,JR,dwight-boyd-1
4342,George King,378,PHO,2,59,2018,Colorado,2016-17,Colorado,34,31,27.7,4.1,8.9,2.7,5.2,1.4,3.7,1.6,2.3,2.0,4.8,6.8,0.7,0.5,0.2,1.7,2.1,11.1,.460,.520,.376,.671,.557,.538,G,JR,george-king-1
4343,Jason Kidd,378,DAL,1,2,1994,California,1992-93,California,29,28,31.8,4.6,9.9,3.8,7.0,0.8,2.9,3.0,4.6,,,4.9,7.7,3.8,0.3,3.9,2.5,13.0,.463,.537,.286,.657,.539,.505,G,FR,jason-kidd-1
4344,Karl Bankowski,378,DAL,6,116,1981,Utah,1980-81,Utah,30,30,28.8,5.0,11.3,5.0,11.3,,,2.6,3.7,,,4.6,2.0,1.0,0.1,2.3,2.7,12.6,.444,.444,,.696,.481,.444,F,SR,karl-bankowski-1
4345,Kirk Hinrich,378,CHI,1,7,2003,Kansas,2000-01,Kansas,33,33,32.7,3.5,7.0,1.8,3.7,1.7,3.3,2.8,3.3,0.5,3.6,4.1,6.9,1.3,0.3,3.4,3.2,11.5,.500,.496,.505,.843,.667,.619,G,SO,kirk-hinrich-1
4346,Mark Sanford,378,MIA,2,31,1997,Washington,1994-95,Washington,26,24,27.3,6.0,13.9,5.0,10.1,0.9,3.8,1.7,2.8,,,5.7,1.0,1.0,0.7,2.6,3.5,14.5,.428,.498,.242,.603,.476,.461,F,FR,mark-sanford-1
4347,Scott Roth,378,SAS,4,82,1985,Wisconsin,1983-84,Wisconsin,28,28,34.8,5.4,10.9,5.4,10.9,,,2.7,3.4,,,3.0,3.1,1.5,0.0,2.1,2.3,13.5,.497,.497,,.792,.541,.497,F,JR,scott-roth-1
4348,Thad Garner,378,UTA,7,141,1982,Michigan,1981-82,Michigan,27,27,38.1,5.6,11.9,5.6,11.9,,,2.7,3.8,,,6.7,2.1,1.4,0.3,3.0,2.9,14.0,.474,.474,,.725,.512,.474,F,SR,thad-garner-1
4349,Anthony Frederick,377,DEN,6,133,1986,Pepperdine,1984-85,Pepperdine,32,32,32.1,4.8,9.4,4.8,9.4,,,2.3,4.3,,,7.2,1.8,1.3,2.6,2.9,3.3,11.8,.503,.503,,.533,.514,.503,F,JR,anthony-frederick-1
4350,Anthony Welch,377,DAL,3,62,1986,Illinois,1982-83,Illinois,32,31,33.9,4.9,10.0,4.9,10.0,0.0,0.0,1.9,2.7,,,6.3,1.4,0.5,0.5,1.6,1.6,11.8,.492,.494,.000,.701,.520,.492,F,SO,anthony-welch-1
4351,Calvin Booth,377,WAS,2,35,1999,Penn State,1997-98,Penn State,32,32,30.9,4.9,9.2,4.9,9.2,0.0,0.0,2.0,3.0,,,6.5,1.1,0.7,4.4,1.9,2.3,11.8,.531,.532,.000,.670,.554,.531,C,JR,calvin-booth-1
4352,Daniel Oturu,377,MIN,2,33,2020,Minnesota,2018-19,Minnesota,35,31,23.8,4.3,7.9,4.3,7.8,0.0,0.1,2.1,3.3,2.5,4.5,7.0,0.5,0.5,1.3,1.5,2.7,10.8,.551,.551,.500,.615,.568,.553,C,FR,daniel-oturu-1
4353,Daryl Thomas,377,SAC,6,120,1987,Indiana,1985-86,Indiana,26,26,30.0,5.1,9.1,5.1,9.1,,,4.3,5.6,,,4.8,0.5,1.0,0.3,2.0,3.3,14.5,.561,.561,,.760,.615,.561,F,JR,daryl-thomas-1
4354,Derrek Hamilton,377,NJN,3,52,1988,Southern Mississippi,1985-86,Southern Mississippi,29,26,31.1,5.5,11.1,5.5,11.1,,,2.0,3.0,,,6.6,1.9,1.6,1.0,2.4,3.4,13.0,.495,.495,,.670,.520,.495,F,SO,derrek-hamilton-1
4355,Eddie House II,377,MIA,2,37,2000,Arizona State,1996-97,Arizona State,30,22,29.5,5.0,12.1,3.1,6.1,1.9,6.0,0.6,0.9,,,2.8,3.6,2.0,0.3,1.3,2.2,12.6,.416,.511,.318,.643,.501,.494,G,FR,eddie-house-1
4356,Jeff Tipton,377,CHI,6,118,1984,Morehead State,1983-84,Morehead State,31,31,26.9,4.8,8.8,4.8,8.8,,,2.6,3.2,,,5.2,1.3,0.8,0.4,2.3,2.6,12.2,.540,.540,,.818,.587,.540,C,SR,jeff-tipton-1
4357,Jeffery Taylor,377,CHA,2,31,2012,Vanderbilt,2008-09,Vanderbilt,31,31,26.0,4.4,8.7,4.1,7.4,0.3,1.3,3.1,4.5,2.6,3.5,6.2,1.7,0.9,0.4,2.2,2.5,12.2,.502,.552,.220,.691,.559,.518,F,FR,jeffery-taylor-1
4358,Juwan Howard,377,WAS,1,5,1994,Michigan,1991-92,Michigan,34,31,28.1,4.4,9.8,4.4,9.7,0.0,0.1,2.3,3.3,,,6.2,1.8,0.4,0.6,2.9,3.1,11.1,.450,.453,.000,.688,.488,.450,C,FR,juwan-howard-1
4359,Ken Bantum,377,NYK,7,142,1985,Cornell,1982-83,Cornell,26,,34.4,5.4,10.0,5.4,10.0,,,3.7,5.7,,,6.0,0.7,0.5,1.2,2.4,3.9,14.5,.538,.538,,.655,.571,.538,C,SO,ken-bantum-1
4360,Kerry Boagni,377,UTA,5,107,1986,Cal State Fullerton,1985-86,Cal State Fullerton,32,31,29.6,4.9,11.9,4.3,10.1,0.7,1.8,1.2,1.8,,,4.7,2.1,1.0,0.3,1.7,2.7,11.8,.414,.421,.373,.684,.461,.442,F,SR,kerry-boagni-1
4361,Kris Clack,377,BOS,2,55,1999,Texas,1996-97,Texas,30,30,27.6,4.1,9.6,3.4,6.6,0.7,3.1,3.6,5.5,,,6.2,1.7,2.6,1.0,2.5,3.6,12.6,.429,.518,.239,.652,.514,.467,F,SO,kris-clack-1
4362,Leonard Mitchell,377,CLE,3,60,1984,Louisiana State,1981-82,Louisiana State,27,27,34.2,5.9,10.9,5.9,10.9,,,2.1,3.4,,,7.6,1.0,1.6,0.4,,3.1,14.0,.546,.546,,.613,.559,.546,F,SO,leonard-mitchell-1
4363,Terry Cummings,377,LAC,1,2,1982,DePaul,1980-81,DePaul,29,,34.3,5.2,10.4,5.2,10.4,,,2.6,3.4,,,9.0,1.6,0.8,1.4,2.1,3.1,13.0,.498,.498,,.750,.538,.498,F,SO,terry-cummings-1
4364,Tony Martin,377,GSW,6,123,1984,Wyoming,1982-83,Wyoming,29,,27.8,5.2,9.2,5.2,9.2,,,2.7,4.5,,,6.3,0.8,,,,3.7,13.0,.564,.564,,.592,.575,.564,F,JR,tony-martin-4
4365,Andrew Nicholson,376,ORL,1,19,2012,St. Bonaventure,2008-09,St. Bonaventure,30,25,25.1,5.1,8.5,5.1,8.5,0.0,0.0,2.3,3.7,2.1,3.9,6.0,0.2,0.6,2.7,2.1,3.3,12.5,.602,.604,.000,.613,.609,.602,F,FR,andrew-nicholson-1
4366,Brian Kellerman,376,HOU,7,140,1983,Idaho,1981-82,Idaho,30,30,36.9,5.1,9.7,5.1,9.7,,,2.3,3.3,,,3.0,4.4,1.8,0.3,2.1,2.4,12.5,.528,.528,,.700,.557,.528,G,JR,brian-kellerman-1
4367,Brian Vaughns,376,MIL,5,110,1987,UC Santa Barbara,1986-87,UC Santa Barbara,27,25,27.9,5.6,10.1,5.6,10.1,0.0,0.1,2.8,4.5,,,8.4,0.4,1.0,1.1,1.7,3.8,13.9,.547,.551,.000,.623,.566,.547,F,JR,brian-vaughns-1
4368,Doug West,376,MIN,2,38,1989,Villanova,1985-86,Villanova,37,,26.9,4.3,8.3,4.3,8.3,,,1.6,2.4,,,3.7,0.9,0.7,0.4,2.1,3.4,10.2,.515,.515,,.682,.539,.515,G,FR,doug-west-1
4369,Earl Watson,376,OKC,2,40,2001,UCLA,1999-00,UCLA,33,33,34.7,4.2,9.2,2.9,5.8,1.2,3.5,1.8,2.8,1.3,2.6,3.9,5.9,1.8,0.5,3.1,2.8,11.4,.451,.505,.360,.649,.539,.518,G,JR,earl-watson-1
4370,Kenny Fields,376,MIL,1,21,1984,UCLA,1981-82,UCLA,27,27,32.1,5.9,10.6,5.9,10.6,,,2.2,3.1,,,5.9,0.5,1.0,0.6,1.4,2.2,13.9,.552,.552,,.714,.577,.552,G,SO,kenny-fields-1
4371,Kenny Perry,376,WAS,3,65,1985,Southern Illinois,1983-84,Southern Illinois,28,25,26.6,5.3,9.8,5.3,9.8,,,2.9,4.3,,,6.6,0.7,1.0,1.5,3.0,3.6,13.4,.540,.540,,.672,.569,.540,C,JR,kenny-perry-1
4372,Robbie Hummel,376,MIN,2,58,2012,Purdue,2007-08,Purdue,33,31,28.5,3.6,7.5,2.3,4.6,1.3,2.8,2.9,3.4,2.6,3.5,6.1,2.5,1.3,0.7,1.4,3.0,11.4,.484,.507,.447,.865,.629,.569,F,FR,robbie-hummel-1
4373,Roy Hinson Jr,376,CLE,1,20,1983,Rutgers,1981-82,Rutgers,30,,33.8,5.1,10.5,5.1,10.5,,,2.3,4.0,,,7.2,0.9,0.4,2.5,,2.5,12.5,.484,.484,,.588,.505,.484,F,JR,roy-hinson-1
4374,Scott Skiles,376,MIL,1,22,1986,Michigan State,1982-83,Michigan State,30,27,34.1,4.7,9.5,3.9,7.9,0.8,1.7,2.3,2.8,,,2.1,4.9,1.1,0.0,3.9,2.8,12.5,.493,.492,.500,.831,.578,.537,G,FR,scott-skiles-1
4375,Bruce Dalrymple,375,PHO,2,46,1987,Georgia Tech,1986-87,Georgia Tech,28,28,34.4,5.1,11.6,4.7,10.0,0.4,1.6,2.8,3.8,,,5.9,3.9,1.8,0.1,2.3,3.6,13.4,.439,.466,.267,.720,.498,.457,G,SR,bruce-dalrymple-1
4376,Cory Joseph,375,SAS,1,29,2011,Texas,2010-11,Texas,36,36,32.4,3.8,8.9,2.3,5.4,1.4,3.5,1.4,2.0,0.6,2.9,3.6,3.0,1.0,0.3,1.5,1.8,10.4,.422,.429,.413,.699,.526,.503,G,FR,cory-joseph-1
4377,Courtney Alexander,375,ORL,1,13,2000,Fresno State,1995-96,Virginia,27,,26.9,5.4,11.2,4.8,9.9,0.7,1.3,2.3,3.0,,,4.5,1.3,0.7,0.3,1.7,2.1,13.9,.487,.483,.514,.768,.550,.517,G,FR,courtney-alexander-1
4378,Damon Bailey,375,IND,2,44,1994,Indiana,1990-91,Indiana,33,14,26.0,3.8,7.5,2.8,5.2,1.0,2.3,2.7,3.9,,,2.9,2.9,1.2,0.3,1.7,2.3,11.4,.506,.538,.434,.692,.603,.572,G,FR,damon-bailey-1
4379,Dan Gadzuric,375,MIL,2,34,2002,UCLA,2000-01,UCLA,32,29,26.9,4.9,9.1,4.9,9.1,0.0,0.0,2.0,4.3,3.1,5.5,8.6,0.6,0.7,1.9,2.1,3.1,11.7,.534,.534,,.453,.524,.534,C,JR,dan-gadzuric-1
4380,Darius Songaila,375,BOS,2,50,2002,Wake Forest,1998-99,Wake Forest,31,24,24.4,4.0,8.0,4.0,7.7,0.1,0.3,4.0,4.9,,,5.3,1.5,1.3,0.7,2.8,3.6,12.1,.504,.513,.250,.804,.585,.508,F,FR,darius-songaila-1
4381,David Harrison,375,IND,1,29,2004,Colorado,2001-02,Colorado,27,23,24.3,5.1,8.1,5.1,8.1,0.0,0.0,3.6,6.4,3.4,3.6,7.0,0.4,0.6,1.3,2.3,3.5,13.9,.638,.638,,.561,.625,.638,C,FR,david-harrison-1
4382,David Vaughn III,375,ORL,1,25,1995,Memphis,1994-95,Memphis,29,24,29.9,4.8,10.6,4.6,10.0,0.2,0.6,3.2,4.4,,,9.6,1.0,0.8,2.4,2.9,3.0,12.9,.450,.459,.294,.729,.509,.458,F,JR,david-vaughn-1
4383,Ennis Whatley,375,SAC,1,13,1983,Alabama,1981-82,Alabama,31,31,32.1,4.5,9.2,4.5,9.2,,,3.0,4.2,,,2.5,5.7,1.4,0.2,3.6,2.6,12.1,.495,.495,,.721,.541,.495,G,FR,ennis-whatley-1
4384,Isaiah Canaan,375,HOU,2,34,2013,Murray State,2010-11,Murray State,32,20,28.1,3.5,8.4,1.7,3.9,1.8,4.5,2.9,3.9,0.5,1.4,1.9,2.4,1.1,0.1,2.0,1.8,11.7,.416,.432,.403,.744,.571,.524,G,SO,isaiah-canaan-1
4385,Jacques Tuz,375,LAC,8,163,1982,Colorado,1981-82,Colorado,27,27,33.4,5.2,9.9,5.2,9.9,,,3.4,4.3,,,7.5,2.4,1.8,0.7,2.5,3.4,13.9,.530,.530,,.809,.585,.530,F,SR,jacques-tuz-1
4386,Jake Layman,375,ORL,2,47,2016,Maryland,2013-14,Maryland,32,28,31.8,3.9,9.8,2.0,4.5,1.9,5.2,2.0,2.8,1.3,3.7,5.0,0.9,1.1,0.8,1.2,2.1,11.7,.401,.441,.365,.719,.529,.498,F,SO,jake-layman-1
4387,Jason Caffey,375,CHI,1,20,1995,Alabama,1994-95,Alabama,31,26,30.1,4.8,9.4,4.8,9.3,0.0,0.1,2.5,4.7,,,8.0,1.6,0.6,0.5,2.7,2.5,12.1,.509,.516,.000,.545,.521,.509,F,SR,jason-caffey-1
4388,Jason Williams,375,SAC,1,7,1998,Florida,1995-96,Marshall,28,28,29.1,5.1,9.9,3.9,6.6,1.3,3.3,1.9,2.5,,,3.5,6.4,1.8,0.3,2.7,1.8,13.4,.522,.592,.380,.743,.606,.585,G,FR,jason-williams-1
4389,Jerome Mincy,375,NYK,5,94,1986,UAB,1983-84,UAB,34,33,28.2,3.9,11.2,3.9,11.2,,,3.2,5.1,,,6.0,0.4,1.0,1.3,1.4,3.8,11.0,.349,.349,,.634,.405,.349,F,SO,jerome-mincy-1
4390,John Stockton,375,UTA,1,16,1984,Gonzaga,1982-83,Gonzaga,27,27,38.4,5.3,10.1,5.3,10.1,,,3.4,4.3,,,3.2,6.8,2.5,0.3,3.5,2.7,13.9,.518,.518,,.791,.571,.518,G,JR,john-stockton-1
4391,Ken Bannister,375,NYK,7,156,1984,,1981-82,Indiana State,27,,29.1,5.7,11.3,5.7,11.3,,,2.6,4.3,,,6.6,0.9,0.9,1.2,,3.8,13.9,.503,.503,,.590,.521,.503,F,JR,ken-bannister-1
4392,Kenny Payne,375,PHI,1,19,1989,Louisville,1987-88,Louisville,35,34,29.6,4.5,9.3,3.5,6.9,1.0,2.4,0.8,1.1,,,4.7,1.3,0.6,0.3,1.7,2.7,10.7,.480,.504,.410,.763,.547,.532,F,JR,kenny-payne-1
4393,Maceo Baston,375,CHI,2,58,1998,Michigan,1995-96,Michigan,32,28,24.5,4.3,6.3,4.3,6.3,0.0,0.0,3.2,4.7,,,6.6,0.6,0.5,1.3,2.2,3.1,11.7,.682,.685,.000,.678,.690,.682,F,SO,maceo-baston-1
4394,Otis Smith,375,DEN,2,41,1986,Jacksonville,1984-85,Jacksonville,29,29,35.3,5.2,10.8,5.2,10.8,,,2.5,3.4,,,6.8,4.0,2.0,2.6,2.7,2.8,12.9,.482,.482,,.737,.521,.482,G,JR,otis-smith-1
4395,Perry Range,375,SAC,7,143,1982,Illinois,1981-82,Illinois,29,29,36.5,5.0,9.7,5.0,9.7,,,2.9,3.7,,,4.4,2.4,1.3,0.2,1.6,2.1,12.9,.521,.521,,.769,.566,.521,G,SR,perry-range-1
4396,Tyler Lydon,375,UTA,1,24,2017,Syracuse,2015-16,Syracuse,37,0,30.3,3.4,7.2,2.1,3.9,1.3,3.3,1.9,2.5,1.8,4.5,6.3,1.1,1.1,1.8,1.3,2.7,10.1,.479,.542,.405,.774,.606,.572,F,FR,tyler-lydon-1
4397,Tyren Naulls,375,NJN,5,110,1983,Texas A&M,1981-82,Texas A&M,31,,31.9,4.8,10.7,4.8,10.7,,,2.5,3.7,,,3.1,3.1,1.3,0.1,2.1,2.6,12.1,.447,.447,,.670,.484,.447,G,JR,tyren-naulls-1
4398,Brandon Hunter,374,BOS,2,56,2003,Ohio,1999-00,Ohio,33,33,27.4,4.5,8.8,4.5,8.7,0.0,0.1,2.3,4.2,2.5,3.7,6.2,1.1,0.6,0.3,2.8,2.8,11.3,.514,.517,.000,.551,.526,.514,F,FR,brandon-hunter-1
4399,Cady Lalanne,374,SAS,2,55,2015,Massachusetts,2013-14,Massachusetts,33,33,29.0,4.4,7.9,4.3,7.7,0.1,0.2,2.5,3.7,3.1,4.8,7.9,0.2,0.5,2.2,1.8,2.6,11.3,.553,.563,.250,.672,.584,.557,C,JR,cady-lalanne-1
4400,Chris Whitney,374,SAS,2,47,1993,Clemson,1991-92,Clemson,28,27,35.1,4.3,10.4,1.4,3.5,2.9,6.8,2.0,2.6,0.6,2.7,3.3,5.8,1.5,0.0,3.4,3.4,13.4,.410,.394,.419,.767,.576,.548,G,JR,chris-whitney-1
4401,Darrell Arthur,374,NOH,1,27,2008,Kansas,2006-07,Kansas,38,7,19.0,4.1,7.6,4.1,7.4,0.0,0.1,1.7,2.6,2.1,2.6,4.7,0.4,0.9,1.5,1.4,2.7,9.8,.538,.548,.000,.646,.558,.538,F,FR,darrell-arthur-1
4402,Donnell Harvey,374,NYK,1,22,2000,Florida,1999-00,Florida,37,9,20.2,3.9,7.7,3.9,7.6,0.0,0.0,2.3,3.8,2.7,4.3,7.0,1.0,0.7,0.8,1.6,2.7,10.1,.507,.509,.000,.610,.533,.507,C,FR,donnell-harvey-1
4403,Forrest McKenzie,374,SAS,3,48,1986,Loyola Marymount,1981-82,Loyola Marymount,27,0,29.8,6.2,12.7,6.2,12.7,,,1.4,1.6,,,5.0,1.1,0.9,0.3,2.1,2.9,13.9,.490,.490,,.884,.515,.490,F,FR,forrest-mckenzie-1
4404,Gary Payton,374,OKC,1,2,1990,Oregon State,1986-87,Oregon State,30,30,37.2,5.1,11.1,4.7,9.9,0.4,1.2,1.8,2.7,,,4.0,7.6,1.9,0.7,3.1,3.3,12.5,.459,.470,.371,.671,.503,.479,G,FR,gary-payton-1
4405,Jeff Taylor,374,HOU,2,42,1982,Texas Tech,1980-81,Texas Tech,28,28,33.4,5.4,10.3,5.4,10.3,,,2.6,3.4,,,3.7,2.5,0.9,0.4,2.1,,13.4,.524,.524,,.750,.561,.524,G,JR,jeff-taylor-1
4406,J.R. Giddens,374,BOS,1,30,2008,New Mexico,2003-04,Kansas,33,29,25.9,4.3,9.0,2.0,3.5,2.2,5.5,0.5,0.8,0.6,3.0,3.6,0.8,0.7,0.6,1.1,2.1,11.3,.475,.583,.407,.667,.604,.599,G,FR,jr-giddens-1
4407,Kenny Perry,374,WAS,3,65,1985,Southern Illinois,1984-85,Southern Illinois,28,28,30.1,5.4,10.5,5.4,10.5,,,2.6,3.9,,,6.7,1.2,0.9,1.2,2.6,3.3,13.4,.508,.508,,.685,.540,.508,C,SR,kenny-perry-1
4408,Mike Marshall,374,DEN,7,156,1986,McNeese State,1985-86,McNeese State,32,,23.4,4.2,8.9,4.2,8.9,,,3.3,4.2,,,2.2,2.6,0.6,0.0,1.4,2.4,11.7,.468,.468,,.793,.537,.468,G,SR,mike-marshall-2
4409,Randy Burkert,374,PHI,10,224,1982,Drexel,1981-82,Drexel,30,,,4.3,9.4,4.3,9.4,,,3.9,5.2,,,6.6,,,,,,12.5,.452,.452,,.761,.524,.452,F,SR,randy-burkert-1
4410,Skip Dillard,374,CHI,9,191,1982,DePaul,1981-82,DePaul,28,26,34.3,5.6,12.3,5.6,12.3,,,2.2,2.9,,,2.5,2.1,1.8,0.1,2.0,2.3,13.4,.453,.453,,.775,.490,.453,G,SR,skip-dillard-1
4411,Skylar Mays,374,ATL,2,50,2020,Louisiana State,2017-18,Louisiana State,33,30,31.1,3.8,8.5,2.4,4.5,1.4,4.1,2.3,2.8,0.5,3.5,4.0,2.9,1.6,0.2,1.7,1.6,11.3,.443,.527,.351,.837,.574,.527,G,SO,skylar-mays-1
4412,Solomon Alabi,374,DAL,2,50,2010,Florida State,2009-10,Florida State,32,32,25.6,4.2,7.8,4.2,7.8,0.0,0.0,3.4,4.3,2.5,3.7,6.2,0.5,0.6,2.3,1.9,2.3,11.7,.534,.534,,.794,.596,.534,C,JR,solomon-alabi-1
4413,Steve Hamer,374,BOS,2,38,1996,Tennessee,1994-95,Tennessee,25,24,30.9,5.5,10.4,5.5,10.4,0.0,0.0,3.9,6.1,,,8.8,0.6,0.2,1.4,2.6,2.6,15.0,.529,.529,,.641,.560,.529,C,JR,steve-hamer-1
4414,Trevor Booker,374,MIN,1,23,2010,Clemson,2006-07,Clemson,36,36,25.9,4.4,7.3,4.4,7.3,0.0,0.0,1.6,2.5,3.1,3.3,6.4,1.1,0.9,2.2,2.0,2.6,10.4,.602,.602,,.615,.609,.602,F,FR,trevor-booker-1
4415,Trevor Booker,374,MIN,1,23,2010,Clemson,2007-08,Clemson,34,34,26.6,4.4,8.0,4.3,7.6,0.1,0.4,2.0,3.4,2.7,4.6,7.3,1.5,0.6,1.9,2.0,2.6,11.0,.555,.568,.333,.573,.571,.564,F,SO,trevor-booker-1
4416,Baron Davis,373,CHA,1,3,1999,UCLA,1997-98,UCLA,32,31,31.3,4.3,8.1,3.5,5.7,0.8,2.4,2.3,3.5,,,4.0,5.0,2.4,0.4,3.1,3.5,11.7,.529,.624,.308,.676,.598,.575,G,FR,baron-davis-1
4417,Bob Ferry,373,ATL,7,146,1985,Harvard,1984-85,Harvard,24,,37.4,5.8,10.5,5.8,10.5,,,3.9,4.7,,,4.5,1.8,0.8,0.3,3.0,2.8,15.5,.556,.556,,.830,.611,.556,G,SR,bob-ferry-1
4418,Chris Giles,373,NJN,5,105,1982,UAB,1980-81,UAB,32,32,33.9,4.8,9.9,4.8,9.9,,,2.0,2.9,,,7.8,2.0,0.9,0.3,1.3,2.8,11.7,.487,.487,,.707,.518,.487,F,JR,chris-giles-3
4419,Darius Clemons,373,LAC,4,71,1982,Loyola Chicago,1981-82,Loyola Chicago,29,29,37.0,4.7,10.1,4.7,10.1,,,3.5,4.8,,,2.5,9.9,1.2,0.0,3.9,3.4,12.9,.463,.463,,.721,.517,.463,G,SR,darius-clemons-1
4420,Derrick Byars,373,POR,2,42,2007,Vanderbilt,2005-06,Vanderbilt,30,30,31.5,4.4,9.0,2.3,4.3,2.1,4.8,1.6,2.2,0.9,2.7,3.6,3.2,1.0,0.2,2.4,2.3,12.4,.483,.531,.441,.716,.616,.600,G,JR,derrick-byars-1
4421,Edwin Green,373,MIL,9,204,1984,Massachusetts,1983-84,Massachusetts,29,29,31.8,5.1,10.2,5.1,10.2,,,2.7,3.3,,,6.6,0.3,0.9,2.3,1.7,3.3,12.9,.498,.498,,.794,.544,.498,C,SR,edwin-green-1
4422,Isaiah Canaan,373,HOU,2,34,2013,Murray State,2009-10,Murray State,36,0,20.4,3.4,6.8,1.9,3.6,1.5,3.1,2.1,2.8,0.3,1.9,2.3,1.6,0.9,0.0,1.7,1.9,10.4,.498,.511,.482,.778,.643,.609,G,FR,isaiah-canaan-1
4423,Jim Grandholm,373,WAS,4,76,1984,South Florida,1983-84,South Florida,28,28,32.8,5.1,10.1,5.1,10.1,,,3.1,4.1,,,7.6,2.1,0.8,0.6,1.3,3.1,13.3,.502,.502,,.772,.553,.502,C,SR,jim-grandholm-1
4424,Ken Lyles,373,PHO,9,199,1982,Washington,1981-82,Washington,29,,32.9,5.2,9.2,5.2,9.2,,,2.4,4.0,,,5.7,1.2,0.8,1.0,1.6,3.1,12.9,.566,.566,,.607,.578,.566,F,SR,ken-lyles-1
4425,Miye Oni,373,GSW,2,58,2019,Yale,2016-17,Yale,29,28,31.2,4.4,9.9,2.3,4.6,2.1,5.3,2.0,2.6,0.9,5.4,6.3,2.7,0.7,1.1,2.3,2.9,12.9,.441,.493,.396,.784,.577,.547,G,FR,miye-oni-1
4426,Oscar Taylor,373,NJN,6,133,1983,New Orleans,1981-82,New Orleans,26,,33.5,6.0,11.5,6.0,11.5,,,2.2,3.2,,,7.1,3.1,1.3,1.3,2.1,2.6,14.3,.525,.525,,.699,.551,.525,F,JR,oscar-taylor-2
4427,Sherron Mills,373,MIN,2,29,1993,VCU,1991-92,VCU,28,28,32.9,5.4,10.6,5.3,10.5,0.0,0.1,2.6,3.7,,,7.7,1.8,0.6,2.0,3.0,2.8,13.3,.503,.505,.333,.699,.538,.505,F,JR,sherron-mills-1
4428,Tyrone Washington,373,HOU,2,44,1999,Mississippi State,1997-98,Mississippi State,29,29,32.4,5.1,9.6,5.1,9.6,0.0,0.0,2.7,4.5,,,9.3,0.9,0.5,2.1,2.0,3.3,12.9,.531,.531,,.603,.550,.531,C,JR,tyrone-washington-1
4429,Donnie Koonce,372,DET,4,89,1981,Charlotte,1980-81,Charlotte,27,,34.0,5.1,9.8,5.1,9.8,,,3.6,4.5,,,4.1,3.8,1.8,0.2,,2.9,13.8,.521,.521,,.787,.576,.521,G,SR,donnie-koonce-1
4430,Eric Piatkowski,372,IND,1,15,1994,Nebraska,1990-91,Nebraska,34,1,20.0,3.8,8.1,2.5,4.4,1.3,3.7,2.1,2.5,,,3.7,2.0,0.6,0.5,1.4,1.8,10.9,.465,.568,.346,.837,.589,.545,G,FR,eric-piatkowski-1
4431,Jeff Moore,372,CHA,3,58,1988,Auburn,1987-88,Auburn,20,,30.6,7.1,14.3,7.0,13.8,0.1,0.6,4.3,5.2,,,9.2,1.0,0.9,0.4,2.4,2.7,18.6,.497,.509,.182,.835,.555,.500,C,SR,jeff-moore-1
4432,Marlon Maxey,372,MIN,2,28,1992,UTEP,1989-90,UTEP,30,24,26.6,4.7,8.5,4.7,8.5,0.0,0.0,3.1,4.4,3.2,4.7,7.8,0.6,0.7,1.3,1.6,2.7,12.4,.547,.547,,.692,.583,.547,F,SO,marlon-maxey-1
